Site	truth	ReDD
chr7-66153328	0.07	0.14285714285714285
chr7-66153335	0.02	0.14285714285714285
chr7-66153341	0.02	0.0
chr7-66153371	0.05	0.2857142857142857
chr7-66153797	0.01	0.18181818181818182
chr7-66153799	0.19	0.2727272727272727
chr7-66153805	0.01	0.45454545454545453
chr7-66153806	0.01	0.36363636363636365
chr7-66153849	0.01	0.07692307692307693
chr7-66153857	0.01	0.07692307692307693
chr7-66153858	0.02	0.07692307692307693
chr7-66153872	0.03	0.13333333333333333
chr7-66153873	0.05	0.9333333333333333
chr7-66153883	0.12	0.26666666666666666
chr7-66153895	0.02	0.0
chr7-66153900	0.02	0.0
chr7-66153907	0.01	0.0
chr7-66153914	0.02	0.0
chr7-66153932	0.03	0.2
chr7-66153941	0.02	0.6666666666666666
chr7-66153946	0.01	0.06666666666666667
chr7-66153950	0.03	0.4
chr7-66153973	0.03	0.13333333333333333
chr7-66153982	0.05	0.0
chr7-66153989	0.01	0.06666666666666667
chr7-66154041	0.03	0.1875
chr7-66154237	0.04	0.76
chr7-66154250	0.19	0.08
chr7-66154255	0.08	0.12
chr7-66154256	0.09	0.2
chr7-66154269	0.03	0.38461538461538464
chr7-66154276	0.04	0.15384615384615385
chr7-66154293	0.01	0.2692307692307692
chr7-66154305	0.24	0.8461538461538461
chr7-66154316	0.02	0.0
chr7-66154357	0.03	0.28
chr7-66154360	0.1	0.56
chr7-66154379	0.07	0.7307692307692307
chr7-66154391	0.03	0.6153846153846154
chr7-66715783	0.18	0.1111111111111111
chr7-66715788	0.34	0.0
chr7-66716336	0.07	0.0
chr7-66716344	0.06	0.5714285714285714
chr7-66716371	0.23	0.21428571428571427
chr7-66716375	0.26	0.0
chr7-66716380	0.1	0.07142857142857142
chr7-66716390	0.05	0.15384615384615385
chr7-66716404	0.06	0.0
chr7-66716414	0.08	0.21428571428571427
chr7-66716423	0.06	0.14285714285714285
chr7-66716424	0.05	0.35714285714285715
chr7-66716451	0.05	0.0
chr7-66716458	0.17	0.8571428571428571
chr7-66716490	0.07	0.16666666666666666
chr7-66716494	0.09	0.7142857142857143
chr7-66716503	0.06	0.0
chr7-66716521	0.08	0.3076923076923077
chr7-66716533	0.07	0.21428571428571427
chr7-66716542	0.29	0.2857142857142857
chr7-66716550	0.2	0.35714285714285715
chr7-66716551	0.07	0.07142857142857142
chr7-66716856	0.57	0.14285714285714285
chr7-66716878	0.21	0.0
chr7-66716959	0.83	0.2857142857142857
chr7-66716988	0.14	0.14285714285714285
chr7-66717013	0.32	0.14285714285714285
chr7-66717041	0.4	0.0
chr7-66717053	0.23	0.5714285714285714
chr7-66740097	0.1	0.4090909090909091
chr7-66740101	0.07	0.18181818181818182
chr7-73736282	0.03	0.0
chr7-73736294	0.03	0.0
chr7-73736325	0.02	0.46153846153846156
chr7-73736342	0.03	0.38461538461538464
chr7-73736368	0.01	0.0
chr7-73736372	0.03	0.0
chr7-73736377	0.08	0.5384615384615384
chr7-73736512	0.02	0.375
chr7-74231748	0.02	0.33070866141732286
chr7-74231772	0.04	0.76
chr7-74231776	0.1	0.184
chr7-74231777	0.05	0.2
chr7-74231791	0.04	0.128
chr7-74231808	0.01	0.144
chr7-74231812	0.01	0.015748031496062992
chr7-74231817	0.07	0.6614173228346457
chr7-74231818	0.03	0.6771653543307087
chr7-74231824	0.02	0.2047244094488189
chr7-74231844	0.04	0.296875
chr7-74231856	0.01	0.0
chr7-74231857	0.01	0.0
chr7-74231858	0.01	0.023622047244094488
chr7-74231859	0.01	0.06299212598425197
chr7-74231862	0.01	0.03968253968253968
chr7-74231873	0.01	0.2204724409448819
chr7-74231883	0.04	0.4409448818897638
chr7-74231899	0.03	0.015625
chr7-74231905	0.02	0.0
chr7-74231917	0.01	0.056
chr7-74231926	0.02	0.056
chr7-74231961	0.01	0.031746031746031744
chr7-74231975	0.01	0.048
chr7-75535866	0.03	0.3333333333333333
chr7-77781730	0.08	0.875
chr7-77781797	0.38	0.75
chr7-77781807	0.27	0.125
chr7-77781838	0.23	0.0
chr7-77781864	0.81	0.625
chr7-77781865	0.7	0.75
chr7-77781874	0.32	0.25
chr7-77781926	0.07	0.0
chr7-90389486	0.28	0.4
chr7-90389490	0.78	0.6
chr7-90389491	0.35	0.4
chr7-90389504	0.18	0.2
chr7-90389516	0.23	0.8
chr7-90389552	0.42	0.2
chr7-90389553	0.05	0.2
chr7-90389567	0.14	0.2
chr7-90389570	0.49	0.8
chr7-92200415	0.03	0.0
chr7-92200423	0.02	0.18181818181818182
chr7-92200447	0.06	0.9090909090909091
chr7-92200451	0.01	0.0
chr7-92200452	0.04	0.0
chr7-92200453	0.11	0.18181818181818182
chr7-92200462	0.01	0.0
chr7-92200470	0.02	0.045454545454545456
chr7-92200518	0.01	0.13636363636363635
chr7-92200522	0.01	0.0
chr7-92200527	0.02	0.047619047619047616
chr7-92200529	0.01	0.09090909090909091
chr7-92200530	0.01	0.13636363636363635
chr7-92200532	0.01	0.09090909090909091
chr7-92200571	0.04	0.045454545454545456
chr7-92200572	0.02	0.13636363636363635
chr7-92200583	0.03	0.13636363636363635
chr7-92200598	0.01	0.0
chr7-92457235	0.01	0.05714285714285714
chr7-92459074	0.04	0.25
chr7-92537157	0.03	0.16666666666666666
chr7-92537162	0.09	0.16666666666666666
chr7-92537182	0.08	0.0
chr7-92537183	0.06	0.3333333333333333
chr7-92537222	0.12	0.16666666666666666
chr7-92537224	0.04	0.0
chr7-92537269	0.02	0.6666666666666666
chr7-92537288	0.16	0.6666666666666666
chr7-98292324	0.01	0.09090909090909091
chr7-99493453	0.04	0.16666666666666666
chr7-99546467	0.09	0.08333333333333333
chr7-99575275	0.01	0.125
chr7-99575283	0.05	0.25
chr7-99575284	0.01	0.5
chr7-99575417	0.01	0.6666666666666666
chr7-100039331	0.01	0.0
chr7-100039335	0.01	0.0
chr7-100051501	0.74	0.5714285714285714
chr7-100051557	0.05	0.0
chr7-102448498	0.08	0.6
chr7-102448522	0.08	1.0
chr7-102448564	0.05	0.0
chr7-102448761	0.06	0.8
chr7-102448784	0.04	0.0
chr7-102448789	0.09	0.4
chr7-102448814	0.07	1.0
chr7-102448837	0.05	0.0
chr7-102456925	0.03	0.1
chr7-102457066	0.06	0.3
chr7-102457093	0.04	0.0
chr7-102538125	0.25	0.9285714285714286
chr7-102538128	0.04	0.5714285714285714
chr7-102538147	0.11	0.25
chr7-102538161	0.03	0.04
chr7-102538163	0.03	0.04
chr7-102538167	0.04	0.17857142857142858
chr7-102538169	0.08	0.4642857142857143
chr7-102538179	0.25	0.9642857142857143
chr7-102538182	0.02	0.07142857142857142
chr7-102538191	0.14	0.0
chr7-102538204	0.06	0.03571428571428571
chr7-102538208	0.18	0.5
chr7-102538209	0.03	0.15384615384615385
chr7-102538228	0.1	0.14814814814814814
chr7-102538234	0.01	0.17857142857142858
chr7-102538266	0.04	0.6071428571428571
chr7-102637153	0.09	0.04
chr7-102637154	0.1	0.08
chr7-102637156	0.01	0.08
chr7-102637205	0.01	0.04
chr7-102637217	0.05	0.09090909090909091
chr7-102637229	0.06	0.0
chr7-102637231	0.24	0.9166666666666666
chr7-102637240	0.01	0.043478260869565216
chr7-102637253	0.09	0.2608695652173913
chr7-102637267	0.03	0.09090909090909091
chr7-102637269	0.03	0.17391304347826086
chr7-102637273	0.05	0.043478260869565216
chr7-102637297	0.14	0.041666666666666664
chr7-102637310	0.05	0.08333333333333333
chr7-102637314	0.17	0.5833333333333334
chr7-102637315	0.02	0.125
chr7-102637334	0.1	0.125
chr7-102637335	0.02	0.08333333333333333
chr7-102637340	0.01	0.16666666666666666
chr7-102637361	0.01	0.08695652173913043
chr7-102637372	0.04	0.782608695652174
chr7-102658986	0.15	0.0
chr7-102659133	0.04	0.4
chr7-102659151	0.03	0.0
chr7-102659161	0.11	0.8
chr7-102659182	0.02	0.2
chr7-102659184	0.11	0.4
chr7-102659200	0.03	0.0
chr7-102659224	0.02	0.0
chr7-102659230	0.03	0.0
chr7-103099377	0.05	0.375
chr7-103099391	0.06	0.0
chr7-116258276	0.01	0.0
chr7-116258293	0.01	0.7246376811594203
chr7-116258299	0.01	0.043478260869565216
chr7-116258315	0.02	0.7571428571428571
chr7-116258330	0.01	0.5285714285714286
chr7-128457656	0.02	0.3
chr7-128457665	0.01	0.1
chr7-128457692	0.02	0.05263157894736842
chr7-128457711	0.01	0.0
chr7-128457716	0.02	0.0
chr7-128457735	0.02	0.15
chr7-128457736	0.06	0.25
chr7-128457781	0.02	0.05
chr7-128457783	0.02	0.0
chr7-128457791	0.04	0.25
chr7-128457792	0.26	0.35
chr7-128457797	0.24	0.1
chr7-128457876	0.01	0.15
chr7-128457921	0.03	0.05
chr7-128504414	0.56	0.2
chr7-128504417	0.17	0.2
chr7-128504439	0.12	0.2
chr7-128504453	0.28	0.3333333333333333
chr7-128504478	0.32	0.3333333333333333
chr7-128504492	0.59	0.16666666666666666
chr7-128504538	0.36	0.6666666666666666
chr7-128504706	0.19	0.14285714285714285
chr7-128504715	0.27	0.42857142857142855
chr7-128504799	0.06	0.25
chr7-128504837	0.06	0.2
chr7-128504870	0.17	0.0
chr7-128504879	0.1	0.2
chr7-128504903	0.06	0.0
chr7-128504912	0.08	0.09090909090909091
chr7-128504913	0.22	0.6363636363636364
chr7-128504921	0.05	0.0
chr7-128504922	0.13	0.0
chr7-128504923	0.16	0.2727272727272727
chr7-128504954	0.06	0.0
chr7-128504976	0.19	0.6363636363636364
chr7-128504977	0.04	0.6363636363636364
chr7-128504986	0.12	0.4
chr7-128504993	0.06	0.2727272727272727
chr7-128505029	0.21	0.36363636363636365
chr7-128505062	0.11	0.6363636363636364
chr7-128505079	0.09	0.18181818181818182
chr7-128505080	0.21	0.45454545454545453
chr7-128505148	0.1	0.9090909090909091
chr7-130165813	0.01	0.038461538461538464
chr7-130165828	0.01	0.0
chr7-130165892	0.01	0.8333333333333334
chr7-130165998	0.01	0.08695652173913043
chr7-139022949	0.03	0.3333333333333333
chr7-139047070	0.02	0.125
chr7-139190299	0.1	0.45454545454545453
chr7-139190320	0.05	0.0
chr7-139190375	0.03	0.8181818181818182
chr7-139190385	0.12	0.09090909090909091
chr7-139190452	0.03	0.4166666666666667
chr7-139190497	0.04	0.07692307692307693
chr7-139190506	0.02	0.0
chr7-139190507	0.05	0.07692307692307693
chr7-139418854	0.06	0.2
chr7-139418860	0.04	0.4
chr7-139418898	0.02	0.0
chr7-139418908	0.05	0.0
chr7-139451241	0.07	0.2
chr7-139451255	0.4	0.2
chr7-139451256	0.14	0.0
chr7-139451464	0.27	0.2
chr7-141728064	0.12	0.2222222222222222
chr7-141728108	0.19	0.2222222222222222
chr7-141728115	0.2	0.1111111111111111
chr7-141728141	0.1	0.0
chr7-152645307	0.06	0.4230769230769231
chr7-152645327	0.04	0.07692307692307693
chr7-152645341	0.01	0.041666666666666664
chr7-152645356	0.02	0.038461538461538464
chr7-152645359	0.09	0.04
chr7-152645360	0.16	0.0
chr7-152645387	0.02	0.12
chr7-152645388	0.02	0.28
chr7-152645403	0.01	0.041666666666666664
chr7-152645796	0.01	0.17647058823529413
chr7-152645809	0.01	0.058823529411764705
chr7-152645810	0.02	0.058823529411764705
chr7-152645818	0.34	0.17647058823529413
chr7-152645848	0.01	0.29411764705882354
chr7-152645864	0.1	0.11764705882352941
chr7-152645865	0.01	0.17647058823529413
chr7-152645907	0.43	0.2
chr7-152645908	0.01	0.13333333333333333
chr7-152645912	0.02	0.29411764705882354
chr7-152646569	0.02	0.8888888888888888
chr7-152646573	0.1	0.4444444444444444
chr7-152646574	0.01	0.1111111111111111
chr7-152646582	0.01	0.0
chr7-152646588	0.03	0.2222222222222222
chr7-152646592	0.01	0.0
chr7-152646605	0.02	0.0
chr7-152646641	0.07	0.0
chr7-152646656	0.01	0.0
chr7-152646665	0.04	0.14285714285714285
chr7-152646670	0.01	0.14285714285714285
chr7-152646680	0.01	0.0
chr7-152646695	0.01	0.0
chr7-152646696	0.08	0.0
chr7-152646704	0.01	0.0
chr7-152646741	0.02	0.0
chr7-152646744	0.12	0.5
chr7-152648156	0.02	0.8571428571428571
chr7-152648162	0.01	0.0
chr7-152648189	0.02	0.0
chr7-152648190	0.02	0.14285714285714285
chr7-152648224	0.24	0.0
chr7-152648243	0.01	0.0
chr7-152648244	0.01	0.2857142857142857
chr7-152648250	0.01	0.0
chr7-152648279	0.01	0.14285714285714285
chr7-152648283	0.02	0.0
chr7-152648295	0.01	0.7142857142857143
chr7-152648312	0.03	0.0
chr7-152648324	0.01	0.7142857142857143
chr7-152648325	0.01	0.0
chr7-152648345	0.01	0.0
chr7-152648396	0.05	0.4
chr7-152648524	0.01	1.0
chr7-155004339	0.1	0.0
chr7-155004460	0.03	0.5789473684210527
chr7-155004523	0.07	0.0
chr7-156971419	0.02	0.0
chr7-156971449	0.02	0.42857142857142855
chr7-156971486	0.17	0.0
chr7-156972620	0.11	0.26666666666666666
chr7-156972683	0.09	0.25
chr7-156972750	0.05	0.1875
chr7-156972751	0.07	0.0625
chr7-156972771	0.23	0.0
chr7-158641465	0.04	0.0
chr8-9782012	0.2	0.0
chr8-11842704	0.06	0.5
chr8-11842722	0.17	0.3333333333333333
chr8-11842752	0.09	0.0
chr8-11842815	0.07	0.16666666666666666
chr8-11842854	0.09	0.0
chr8-11842879	0.11	0.0
chr8-11843017	0.15	0.2
chr8-11843046	0.09	0.2
chr8-22253775	0.02	0.4
chr8-22253776	0.09	1.0
chr8-22253793	0.02	0.0
chr8-22253815	0.04	0.2
chr8-22253833	0.04	0.2
chr8-22253841	0.03	0.0
chr8-22253856	0.08	0.4
chr8-22253897	0.12	0.8
chr8-22253912	0.02	0.0
chr8-22253950	0.03	0.6666666666666666
chr8-22257349	0.07	0.2
chr8-22257373	0.09	0.0
chr8-22257405	0.07	0.0
chr8-22257406	0.07	0.0
chr8-22257407	0.07	0.0
chr8-22257412	0.08	0.2
chr8-22257423	0.09	0.2
chr8-22257424	0.09	0.2
chr8-22257425	0.1	0.2
chr8-23022038	0.01	0.0
chr8-30678389	0.1	0.0
chr8-30678390	0.02	0.0
chr8-30678436	0.05	0.030303030303030304
chr8-30678458	0.03	0.06060606060606061
chr8-30678463	0.49	0.5151515151515151
chr8-30678469	0.02	0.0
chr8-30678493	0.02	0.21212121212121213
chr8-30678498	0.06	0.125
chr8-30678608	0.03	0.16
chr8-30678629	0.01	0.07692307692307693
chr8-30678634	0.12	0.07692307692307693
chr8-30678635	0.03	0.15384615384615385
chr8-30678893	0.02	0.2777777777777778
chr8-30678898	0.01	0.0
chr8-30678933	0.01	0.0
chr8-30679027	0.09	0.11764705882352941
chr8-30679037	0.04	0.0
chr8-30679049	0.02	0.4375
chr8-30679062	0.01	0.058823529411764705
chr8-30679066	0.1	0.5625
chr8-30679067	0.03	0.125
chr8-30679086	0.26	0.058823529411764705
chr8-30679087	0.01	0.17647058823529413
chr8-30679089	0.12	0.058823529411764705
chr8-37860619	0.03	0.125
chr8-41543887	0.23	0.4
chr8-41543890	0.16	0.8
chr8-41543907	0.2	0.2
chr8-41543916	0.04	0.0
chr8-41543946	0.05	0.4
chr8-41543969	0.33	0.6
chr8-42530812	0.07	0.0
chr8-42531886	0.08	0.0
chr8-42531891	0.16	0.0
chr8-42531930	0.09	0.4
chr8-42531957	0.48	0.8
chr8-42532008	0.08	0.0
chr8-42532022	0.1	0.0
chr8-42532030	0.12	0.0
chr8-42532032	0.3	1.0
chr8-42532033	0.1	0.2
chr8-42532100	0.1	0.8
chr8-42532106	0.09	0.4
chr8-42532118	0.03	0.0
chr8-47977073	0.07	0.0635593220338983
chr8-47977099	0.02	0.012448132780082987
chr8-47977113	0.01	0.008583690987124463
chr8-47977119	0.01	0.14285714285714285
chr8-47977185	0.01	0.0321285140562249
chr8-47977524	0.01	0.5574324324324325
chr8-47977554	0.02	0.013114754098360656
chr8-47977687	0.04	0.14012738853503184
chr8-47977728	0.01	0.009375
chr8-48062367	0.02	0.0
chr8-51899919	0.12	0.0
chr8-51899960	0.05	0.0
chr8-51899961	0.04	0.0
chr8-51899975	0.05	0.8
chr8-51900001	0.11	1.0
chr8-55825105	0.02	0.09090909090909091
chr8-55825112	0.02	0.09090909090909091
chr8-55825184	0.02	0.09090909090909091
chr8-56067429	0.46	0.4
chr8-56067442	0.25	0.0
chr8-56067496	0.11	0.0
chr8-56067538	0.31	0.0
chr8-56067574	0.42	0.6
chr8-56067623	0.06	0.0
chr8-73046514	0.02	0.0
chr8-76982622	0.08	0.875
chr8-86473722	0.02	0.25
chr8-86473752	0.02	1.0
chr8-94792262	0.15	1.0
chr8-94792352	0.02	0.16666666666666666
chr8-94792365	0.08	0.2
chr8-94792377	0.58	0.6666666666666666
chr8-94792387	0.13	0.42857142857142855
chr8-94792393	0.13	0.2857142857142857
chr8-94792414	0.07	0.14285714285714285
chr8-94792422	0.14	0.0
chr8-94792431	0.17	0.42857142857142855
chr8-94792457	0.22	0.0
chr8-94792510	0.4	0.0
chr8-94792522	0.86	0.7142857142857143
chr8-94792593	0.48	0.125
chr8-94792601	0.83	1.0
chr8-94792602	0.57	0.75
chr8-94792678	0.04	0.0
chr8-94792679	0.36	0.0
chr8-94792690	0.03	0.1111111111111111
chr8-94792699	0.13	0.0
chr8-94792735	0.6	0.7777777777777778
chr8-94792741	0.25	0.0
chr8-94792745	0.35	0.3333333333333333
chr8-94792807	0.03	0.0
chr8-94792810	0.36	0.0
chr8-94792842	0.17	0.0
chr8-94792843	0.05	0.0
chr8-94792859	0.02	0.1
chr8-97726820	0.06	0.6666666666666666
chr8-97726924	0.01	0.0
chr8-97726932	0.01	0.1111111111111111
chr8-97726959	0.02	0.7777777777777778
chr8-97727025	0.01	0.0
chr8-97727026	0.01	0.3333333333333333
chr8-97727061	0.02	0.0
chr8-97727236	0.03	0.08333333333333333
chr8-97727245	0.03	0.3333333333333333
chr8-97727379	0.02	0.6666666666666666
chr8-97727380	0.02	0.5833333333333334
chr8-97727420	0.02	0.0
chr8-97729059	0.02	0.2857142857142857
chr8-97729116	0.06	0.2857142857142857
chr8-97729162	0.06	0.42857142857142855
chr8-97729188	0.06	0.0
chr8-97729189	0.17	0.0
chr8-97729201	0.04	0.0
chr8-103399698	0.04	0.18181818181818182
chr8-103399713	0.07	0.7
chr8-103399781	0.02	0.0
chr8-103399783	0.02	0.3
chr8-103399818	0.02	0.1
chr8-126554066	0.01	0.0
chr8-140516217	0.02	0.40816326530612246
chr8-140516248	0.01	0.8571428571428571
chr8-140516332	0.02	0.78
chr8-140516376	0.01	0.04
chr8-140516377	0.01	0.02
chr8-140516400	0.01	0.2
chr8-140516425	0.01	0.38
chr8-140659364	0.32	0.024390243902439025
chr8-143604062	0.09	0.0
chr8-143604164	0.05	0.2
chr8-143655372	0.07	0.0
chr8-143655394	0.02	0.0
chr8-143655407	0.03	0.0
chr8-143655408	0.14	0.14285714285714285
chr8-143655425	0.05	0.2857142857142857
chr8-143655437	0.03	0.0
chr8-143655517	0.03	0.0
chr8-143655545	0.08	0.0
chr8-143655546	0.33	0.0
chr8-143655563	0.08	0.6666666666666666
chr8-143655779	0.03	0.0
chr8-143655797	0.02	0.0
chr8-143655835	0.02	0.0
chr8-143655854	0.02	0.0
chr8-143655856	0.04	0.3333333333333333
chr8-143655859	0.02	0.0
chr8-143655862	0.03	0.0
chr8-143655863	0.06	0.0
chr8-143655937	0.05	0.0
chr8-144428973	0.04	0.05555555555555555
chr9-19372656	0.04	0.14285714285714285
chr9-19372669	0.04	0.0
chr9-19372706	0.04	0.0
chr9-19372707	0.15	0.14285714285714285
chr9-19372711	0.13	0.0
chr9-19372717	0.04	0.0
chr9-19372726	0.03	0.5714285714285714
chr9-19372744	0.04	0.14285714285714285
chr9-19372754	0.06	0.7142857142857143
chr9-19372780	0.08	0.42857142857142855
chr9-19372781	0.1	0.42857142857142855
chr9-19372798	0.04	0.8571428571428571
chr9-19372847	0.08	0.2
chr9-36215060	0.03	0.058823529411764705
chr9-36215080	0.2	0.11764705882352941
chr9-36215081	0.07	0.0
chr9-36215204	0.19	0.4166666666666667
chr9-36215214	0.44	1.0
chr9-36215243	0.5	0.6666666666666666
chr9-36215244	0.39	0.16666666666666666
chr9-36215249	0.28	0.0
chr9-36215268	0.06	0.0
chr9-36215301	0.55	0.75
chr9-37432622	0.23	0.6666666666666666
chr9-37503314	0.01	0.09523809523809523
chr9-37503316	0.12	0.3333333333333333
chr9-37503323	0.02	0.6666666666666666
chr9-37503328	0.02	0.09523809523809523
chr9-37503349	0.1	0.14285714285714285
chr9-37503367	0.01	0.09523809523809523
chr9-37503370	0.06	0.3333333333333333
chr9-37503395	0.14	0.14285714285714285
chr9-37503457	0.05	0.38095238095238093
chr9-37503458	0.1	0.42857142857142855
chr9-37503463	0.01	0.09523809523809523
chr9-37503493	0.06	0.14285714285714285
chr9-37503498	0.04	0.0
chr9-37503519	0.01	0.14285714285714285
chr9-37503541	0.07	0.09523809523809523
chr9-37510065	0.14	0.14285714285714285
chr9-37510082	0.03	0.35714285714285715
chr9-37510105	0.15	0.0
chr9-37510108	0.37	0.0
chr9-37510117	0.05	0.14285714285714285
chr9-37510146	0.45	0.2857142857142857
chr9-37510158	0.02	0.07142857142857142
chr9-37510161	0.02	0.07692307692307693
chr9-37510180	0.03	0.0
chr9-37510182	0.32	0.14285714285714285
chr9-37510187	0.21	0.15384615384615385
chr9-37510188	0.36	0.07142857142857142
chr9-37510191	0.54	0.6428571428571429
chr9-37510195	0.32	0.42857142857142855
chr9-37510217	0.34	1.0
chr9-37510223	0.05	0.14285714285714285
chr9-37510231	0.04	0.07142857142857142
chr9-37510277	0.1	0.07142857142857142
chr9-37510300	0.35	0.3076923076923077
chr9-40091970	0.05	0.16
chr9-40092010	0.04	0.2608695652173913
chr9-40092051	0.03	0.09090909090909091
chr9-40092061	0.02	0.8181818181818182
chr9-40092090	0.02	0.3181818181818182
chr9-40092121	0.06	0.18181818181818182
chr9-40092132	0.08	0.3181818181818182
chr9-40092135	0.04	0.09090909090909091
chr9-61917545	0.02	0.0
chr9-66284529	0.03	0.037037037037037035
chr9-66284532	0.08	0.2962962962962963
chr9-66284574	0.04	0.2962962962962963
chr9-66284613	0.06	0.0
chr9-71865704	0.02	0.0
chr9-71972910	0.02	0.0
chr9-71972924	0.07	0.07692307692307693
chr9-71972937	0.01	0.23076923076923078
chr9-71972958	0.02	0.7692307692307693
chr9-71972979	0.03	0.07692307692307693
chr9-71972982	0.04	0.0
chr9-71972985	0.04	0.0
chr9-71973034	0.04	0.2857142857142857
chr9-71973051	0.03	0.0
chr9-83068022	0.05	0.0
chr9-83068140	0.15	0.6666666666666666
chr9-83920119	0.03	0.8333333333333334
chr9-83938913	0.02	0.39473684210526316
chr9-83938957	0.02	0.10526315789473684
chr9-83938968	0.02	0.05263157894736842
chr9-83938981	0.01	0.0
chr9-83939238	0.01	0.2
chr9-85543825	0.09	0.0
chr9-85543896	0.26	0.125
chr9-85543931	0.09	0.42857142857142855
chr9-85543954	0.05	0.16666666666666666
chr9-85543958	0.04	0.6666666666666666
chr9-85544013	0.04	0.0
chr9-85544052	0.06	0.0
chr9-85544067	0.05	0.6666666666666666
chr9-86025760	0.04	0.0
chr9-92079161	0.78	0.875
chr9-92079181	0.55	0.0
chr9-92079204	0.39	0.16666666666666666
chr9-92079213	0.65	0.75
chr9-92079214	0.52	0.875
chr9-92079220	0.83	0.5
chr9-92079240	0.12	0.625
chr9-92079332	0.15	0.0
chr9-92079367	0.18	0.0
chr9-93444667	0.02	0.2
chr9-93444687	0.04	0.0
chr9-93448411	0.04	0.14285714285714285
chr9-93448431	0.02	0.25
chr9-93448436	0.06	0.0
chr9-95812818	0.12	0.5
chr9-95812830	0.3	0.3333333333333333
chr9-95812831	0.33	0.3333333333333333
chr9-95812840	0.2	0.5
chr9-95812885	1.0	1.0
chr9-95812916	0.2	0.16666666666666666
chr9-95812952	0.82	0.3333333333333333
chr9-95812962	0.76	0.8333333333333334
chr9-95812998	0.26	0.6666666666666666
chr9-95813011	0.11	0.16666666666666666
chr9-95813022	0.19	0.3333333333333333
chr9-96943579	0.06	0.125
chr9-96943599	0.05	0.0
chr9-96943618	0.05	0.125
chr9-96943746	0.07	1.0
chr9-97673048	0.02	0.1111111111111111
chr9-97673049	0.02	0.1111111111111111
chr9-97673135	0.02	0.0
chr9-112684279	0.03	0.35714285714285715
chr9-112684306	0.07	0.0
chr9-112684353	0.25	0.0
chr9-112684423	0.02	0.0
chr9-112684431	0.18	0.15384615384615385
chr9-112684441	0.28	0.9230769230769231
chr9-112684453	0.03	0.07692307692307693
chr9-112684466	0.02	0.15384615384615385
chr9-112684467	0.05	0.15384615384615385
chr9-112684470	0.07	0.0
chr9-112684531	0.02	0.07692307692307693
chr9-112684549	0.13	0.0
chr9-113261005	0.01	0.25925925925925924
chr9-113261006	0.01	0.2857142857142857
chr9-113261027	0.01	0.0
chr9-113261032	0.01	0.0
chr9-113261042	0.01	0.07142857142857142
chr9-113261047	0.01	0.06666666666666667
chr9-113261076	0.01	0.3
chr9-113261097	0.02	0.03333333333333333
chr9-113261100	0.01	0.03333333333333333
chr9-113261115	0.02	0.7333333333333333
